sensor_code,timestamp,reading_value,weather_condition
SENSOR_0046,2025-12-17 13:00:00,34.73,Cold
SENSOR_0028,2025-12-15 09:00:00,1.37,Sunny
SENSOR_0049,2025-12-18 01:00:00,231.4,Rainy
SENSOR_0047,2026-01-08 19:00:00,16.43,Cold
SENSOR_0036,2026-01-08 15:00:00,,Sunny
SENSOR_0014,2025-12-20 16:00:00,70.55,Sunny
SENSOR_0013,2026-01-05 11:00:00,18.18,Hot
SENSOR_0049,2025-12-23 07:00:00,57.56,Rainy
SENSOR_0035,2026-01-06 07:00:00,34.86,Cold
SENSOR_0024,2025-12-27 10:00:00,81.2,Rainy
SENSOR_0033,2026-01-06 04:00:00,437.54,Cold
SENSOR_0049,2026-01-05 23:00:00,4.18,Hot
SENSOR_0039,2025-12-31 12:00:00,42.3,Sunny
SENSOR_0049,2026-01-02 10:00:00,68.95,Rainy
SENSOR_0047,2025-12-15 20:00:00,70.87,Cold
SENSOR_0018,2025-12-12 06:00:00,,Cold
SENSOR_0038,2025-12-30 22:00:00,58.32,Cloudy
SENSOR_0041,2025-12-13 11:00:00,319.67,Sunny
SENSOR_0017,2026-01-06 03:00:00,92.25,Rainy
SENSOR_0024,2025-12-26 04:00:00,66.69,Rainy
SENSOR_0039,2026-01-02 12:00:00,48.39,Rainy
SENSOR_0020,2026-01-05 05:00:00,87.55,Cloudy
SENSOR_0047,2026-01-05 04:00:00,58.83,Cloudy
SENSOR_0030,2026-01-06 03:00:00,96.07,Hot
SENSOR_0034,2025-12-29 10:00:00,14.24,Cold
SENSOR_0034,2025-12-17 07:00:00,33.14,Sunny
SENSOR_0005,2025-12-23 21:00:00,8.21,Hot
SENSOR_0039,2025-12-27 06:00:00,24.64,Sunny
SENSOR_0017,2026-01-03 00:00:00,108.08,Hot
SENSOR_0022,2025-12-26 18:00:00,97.87,Rainy
SENSOR_0016,2025-12-19 05:00:00,229.71,Cloudy
SENSOR_0015,2025-12-25 20:00:00,110.87,Cold
SENSOR_0030,2025-12-18 03:00:00,,Sunny
SENSOR_0002,2025-12-28 01:00:00,75.36,Sunny
SENSOR_0028,2025-12-15 00:00:00,44.48,Sunny
SENSOR_0049,2025-12-28 01:00:00,61.24,Cold
SENSOR_0031,2025-12-12 10:00:00,316.21,Cold
SENSOR_0013,2025-12-15 17:00:00,60.16,Cold
SENSOR_0020,2025-12-26 18:00:00,75.58,Cloudy
SENSOR_0044,2025-12-17 07:00:00,389.62,Cold
SENSOR_0044,2025-12-12 20:00:00,38.9,Rainy
SENSOR_0003,2026-01-03 08:00:00,25.42,Hot
SENSOR_0025,2025-12-27 01:00:00,20.61,Sunny
SENSOR_0011,2025-12-31 23:00:00,39.04,Cloudy
SENSOR_0019,2026-01-07 07:00:00,243.92,Rainy
SENSOR_0024,2025-12-17 14:00:00,259.47,Rainy
SENSOR_0041,2026-01-01 02:00:00,71.73,Hot
SENSOR_0049,2025-12-22 03:00:00,33.11,Hot
SENSOR_0041,2025-12-18 09:00:00,90.78,Cold
SENSOR_0040,2026-01-08 03:00:00,403.44,Rainy
SENSOR_0014,2026-01-04 22:00:00,17.16,Sunny
SENSOR_0020,2026-01-03 10:00:00,44.82,Cloudy
SENSOR_0007,2025-12-21 04:00:00,17.74,Sunny
SENSOR_0036,2025-12-24 02:00:00,145.98,Cloudy
SENSOR_0026,2026-01-02 05:00:00,18.46,Sunny
SENSOR_0037,2025-12-14 16:00:00,71.68,Rainy
SENSOR_0047,2025-12-15 06:00:00,17.69,Hot
SENSOR_0019,2025-12-29 20:00:00,48.83,Hot
SENSOR_0006,2025-12-20 22:00:00,158.7,Sunny
SENSOR_0050,2026-01-06 09:00:00,290.78,Cloudy
SENSOR_0037,2025-12-22 01:00:00,86.7,Cold
SENSOR_0006,2025-12-30 23:00:00,37.49,Sunny
SENSOR_0013,2025-12-18 21:00:00,6.36,Hot
SENSOR_0033,2026-01-05 15:00:00,40.25,Rainy
SENSOR_0033,2026-01-01 17:00:00,91.52,Cold
SENSOR_0006,2025-12-30 01:00:00,9.38,Rainy
SENSOR_0028,2025-12-29 11:00:00,16.08,Cloudy
SENSOR_0050,2025-12-16 16:00:00,231.26,Cold
SENSOR_0034,2026-01-01 19:00:00,21.66,Rainy
SENSOR_0008,2026-01-05 19:00:00,47.02,Cold
SENSOR_0037,2025-12-15 02:00:00,76.80668503885234,Cloudy
SENSOR_0041,2025-12-19 05:00:00,99.1,Sunny
SENSOR_0013,2025-12-15 11:00:00,251.4,Sunny
SENSOR_0002,2025-12-25 19:00:00,82.05,Rainy
SENSOR_0005,2025-12-19 17:00:00,474.04,Rainy
SENSOR_0036,2025-12-26 21:00:00,32.35,Sunny
SENSOR_0049,2025-12-29 17:00:00,56.01,Cloudy
SENSOR_0049,2025-12-17 03:00:00,466.15,Cloudy
SENSOR_0020,2025-12-30 22:00:00,34.67,Cold
SENSOR_0030,2026-01-07 06:00:00,17.51,Rainy
SENSOR_0043,2025-12-28 11:00:00,38.47,Cold
SENSOR_0024,2025-12-21 04:00:00,115.73,Cloudy
SENSOR_0035,2026-01-02 16:00:00,64.44,Rainy
SENSOR_0013,2025-12-14 01:00:00,111.63,Cloudy
SENSOR_0022,2025-12-26 08:00:00,160.67,Cold
SENSOR_0011,2026-01-01 17:00:00,9.75,Cold
SENSOR_0028,2025-12-26 15:00:00,,Hot
SENSOR_0020,2025-12-20 21:00:00,29.11,Hot
SENSOR_0007,2025-12-28 08:00:00,94.44,Cold
SENSOR_0024,2025-12-18 16:00:00,281.81,Hot
SENSOR_0047,2025-12-29 17:00:00,70.89,Cloudy
SENSOR_0021,2025-12-23 19:00:00,68.21,Rainy
SENSOR_0013,2025-12-13 05:00:00,43.43,Cloudy
SENSOR_0013,2025-12-28 23:00:00,93.20614512989026,Sunny
SENSOR_0028,2026-01-06 17:00:00,65.49,Cloudy
SENSOR_0003,2026-01-03 19:00:00,39.03,Cloudy
SENSOR_0033,2025-12-26 23:00:00,68.77,Hot
SENSOR_0032,2025-12-28 02:00:00,38.42,Rainy
SENSOR_0044,2025-12-28 11:00:00,33.57,Hot
SENSOR_0037,2025-12-31 21:00:00,57.24,Cloudy
SENSOR_0023,2025-12-15 03:00:00,15.78,Hot
SENSOR_0011,2025-12-13 18:00:00,438.71,Rainy
SENSOR_0022,2026-01-05 04:00:00,79.54,Rainy
SENSOR_0019,2026-01-01 20:00:00,37.07,Cold
SENSOR_0047,2025-12-31 20:00:00,55.48,Hot
SENSOR_0023,2026-01-04 11:00:00,22.05,Cloudy
SENSOR_0046,2025-12-18 08:00:00,35.93,Hot
SENSOR_0017,2025-12-27 21:00:00,22.49,Cloudy
SENSOR_0050,2026-01-02 13:00:00,49.89,Cloudy
SENSOR_0028,2025-12-28 05:00:00,79.49,Sunny
SENSOR_0034,2025-12-17 10:00:00,29.45,Rainy
SENSOR_0006,2025-12-17 06:00:00,8.69,Cloudy
SENSOR_0003,2025-12-24 22:00:00,86.2,Hot
SENSOR_0049,2026-01-04 17:00:00,29.37,Cloudy
SENSOR_0020,2025-12-28 12:00:00,298.95,Cold
SENSOR_0023,2025-12-27 05:00:00,55.82,Cold
SENSOR_0026,2025-12-20 15:00:00,18.91,Hot
SENSOR_0031,2025-12-25 06:00:00,43.62,Cloudy
SENSOR_0037,2026-01-05 00:00:00,17.91,Sunny
SENSOR_0034,2026-01-05 19:00:00,0.33,Sunny
SENSOR_0007,2025-12-18 18:00:00,94.1,Rainy
SENSOR_0020,2025-12-13 11:00:00,85.27,Cloudy
SENSOR_0026,2025-12-11 01:00:00,83.54,Cloudy
SENSOR_0038,2026-01-07 01:00:00,12.83,Cloudy
SENSOR_0024,2026-01-02 23:00:00,,Cold
SENSOR_0029,2025-12-21 16:00:00,22.41,Cloudy
SENSOR_0008,2025-12-10 16:00:00,58.73,Cold
SENSOR_0046,2025-12-25 07:00:00,62.19916671566414,Rainy
SENSOR_0003,2025-12-16 16:00:00,43.24,Cloudy
SENSOR_0033,2025-12-23 19:00:00,94.44,Cloudy
SENSOR_0047,2025-12-23 21:00:00,119.0,Hot
SENSOR_0045,2025-12-28 22:00:00,295.7607355856236,Sunny
SENSOR_0031,2025-12-17 07:00:00,66.66,Cloudy
SENSOR_0036,2025-12-15 07:00:00,29.88,Sunny
SENSOR_0031,2025-12-31 20:00:00,7.1,Sunny
SENSOR_0006,2025-12-17 17:00:00,319.69,Cloudy
SENSOR_0020,2025-12-10 09:00:00,24.8,Cloudy
SENSOR_0035,2025-12-10 22:00:00,34.73,Rainy
SENSOR_0011,2026-01-04 10:00:00,71.41,Sunny
SENSOR_0019,2025-12-29 14:00:00,793.6022217022635,Rainy
SENSOR_0013,2025-12-10 17:00:00,29.71,Cold
SENSOR_0036,2025-12-24 01:00:00,8.74,Rainy
SENSOR_0044,2025-12-23 00:00:00,88.28,Rainy
SENSOR_0010,2025-12-10 15:00:00,52.43,Cold
SENSOR_0024,2025-12-23 11:00:00,96.66,Rainy
SENSOR_0043,2026-01-07 07:00:00,18.47,Sunny
SENSOR_0034,2025-12-15 03:00:00,450.34,Rainy
SENSOR_0046,2025-12-13 22:00:00,7.12,Sunny
SENSOR_0010,2025-12-28 16:00:00,37.78,Cloudy
SENSOR_0013,2026-01-01 20:00:00,345.9,Cold
SENSOR_0029,2026-01-01 18:00:00,25.39,Hot
SENSOR_0015,2025-12-19 01:00:00,98.59,Sunny
SENSOR_0023,2025-12-17 14:00:00,85.87,Cold
SENSOR_0007,2025-12-18 12:00:00,419.77,Cloudy
SENSOR_0017,2025-12-12 17:00:00,9.89,Cold
SENSOR_0024,2025-12-12 08:00:00,9.57,Cloudy
SENSOR_0028,2025-12-27 12:00:00,26.32,Cold
SENSOR_0015,2026-01-02 17:00:00,63.28,Sunny
SENSOR_0020,2025-12-29 12:00:00,40.16,Rainy
SENSOR_0024,2025-12-27 07:00:00,296.09,Sunny
SENSOR_0009,2025-12-15 18:00:00,7.57,Cold
SENSOR_0023,2025-12-18 16:00:00,6.45,Hot
SENSOR_0023,2025-12-19 12:00:00,66.78,Cloudy
SENSOR_0036,2025-12-23 13:00:00,35.31,Hot
SENSOR_0013,2025-12-25 19:00:00,18.95,Cold
SENSOR_0009,2026-01-03 02:00:00,1.25,Hot
SENSOR_0024,2025-12-16 13:00:00,119.81,Cold
SENSOR_0019,2025-12-27 04:00:00,18.95,Rainy
SENSOR_0006,2025-12-18 19:00:00,62.05,Cold
SENSOR_0030,2025-12-15 13:00:00,2.0,Sunny
SENSOR_0030,2025-12-20 03:00:00,54.86,Cold
SENSOR_0031,2026-01-03 08:00:00,263.4,Rainy
SENSOR_0039,2025-12-16 09:00:00,59.75,Rainy
SENSOR_0034,2025-12-23 15:00:00,112.44,Cold
SENSOR_0012,2025-12-20 13:00:00,14.49,Cold
SENSOR_0022,2025-12-23 16:00:00,303.07,Sunny
SENSOR_0019,2025-12-21 16:00:00,60.542052930806314,Hot
SENSOR_0039,2025-12-28 00:00:00,15.39,Rainy
SENSOR_0004,2026-01-06 23:00:00,42.65,Cloudy
SENSOR_0003,2025-12-26 15:00:00,67.09,Sunny
SENSOR_0008,2025-12-29 06:00:00,119.73,Rainy
SENSOR_0021,2025-12-14 10:00:00,8.57,Cold
SENSOR_0020,2026-01-01 06:00:00,8.15,Cloudy
SENSOR_0002,2025-12-20 10:00:00,41.82,Sunny
SENSOR_0049,2025-12-23 23:00:00,103.89,Cloudy
SENSOR_0034,2025-12-20 08:00:00,,Cloudy
SENSOR_0008,2025-12-21 21:00:00,72.46,Cloudy
SENSOR_0008,2025-12-22 17:00:00,46.24,Cold
SENSOR_0022,2025-12-16 23:00:00,63.39,Rainy
SENSOR_0017,2025-12-22 03:00:00,44.89,Hot
SENSOR_0034,2025-12-18 19:00:00,51.81,Hot
SENSOR_0027,2025-12-12 08:00:00,68.2,Hot
SENSOR_0041,2026-01-06 19:00:00,101.07,Cold
SENSOR_0010,2025-12-30 15:00:00,63.34,Cloudy
SENSOR_0015,2025-12-17 07:00:00,94.68645947508936,Hot
SENSOR_0035,2025-12-21 09:00:00,43.83,Cloudy
SENSOR_0010,2025-12-31 12:00:00,449.6,Cloudy
SENSOR_0036,2026-01-01 19:00:00,3.92,Hot
SENSOR_0047,2025-12-30 23:00:00,4.96,Cold
SENSOR_0016,2026-01-03 19:00:00,59.47,Sunny
SENSOR_0026,2026-01-05 12:00:00,,Cold
SENSOR_0009,2025-12-14 14:00:00,27.74,Cloudy
SENSOR_0036,2025-12-17 17:00:00,95.53,Sunny
SENSOR_0037,2025-12-12 00:00:00,73.62,Sunny
SENSOR_0013,2025-12-29 21:00:00,82.96,Cold
SENSOR_0040,2025-12-29 08:00:00,,Rainy
SENSOR_0021,2025-12-17 17:00:00,92.5,Rainy
SENSOR_0049,2025-12-21 20:00:00,62.58,Cloudy
SENSOR_0024,2026-01-01 00:00:00,19.79,Sunny
SENSOR_0025,2026-01-08 03:00:00,22.88,Hot
SENSOR_0022,2025-12-28 19:00:00,50.34,Cold
SENSOR_0008,2025-12-22 04:00:00,32.99,Hot
SENSOR_0038,2025-12-26 22:00:00,222.83,Cloudy
SENSOR_0003,2026-01-02 02:00:00,99.14,Hot
SENSOR_0032,2025-12-11 13:00:00,66.52,Cloudy
SENSOR_0002,2025-12-14 09:00:00,13.37,Sunny
SENSOR_0030,2025-12-26 13:00:00,143.55,Cloudy
SENSOR_0021,2025-12-26 04:00:00,4.13,Hot
SENSOR_0029,2025-12-20 16:00:00,34.53,Sunny
SENSOR_0005,2025-12-28 12:00:00,42.72,Hot
SENSOR_0041,2026-01-07 02:00:00,64.05,Sunny
SENSOR_0031,2025-12-31 04:00:00,176.28,Hot
SENSOR_0023,2026-01-01 14:00:00,39.15,Hot
SENSOR_0042,2025-12-30 02:00:00,44.27,Rainy
SENSOR_0033,2026-01-01 21:00:00,47.93,Cloudy
SENSOR_0004,2025-12-16 16:00:00,96.38,Cold
SENSOR_0033,2025-12-15 13:00:00,452.5,Hot
SENSOR_0033,2026-01-04 07:00:00,88.49,Hot
SENSOR_0008,2025-12-10 21:00:00,38.26,Cold
SENSOR_0004,2025-12-21 06:00:00,23.47,Hot
SENSOR_0012,2025-12-25 19:00:00,72.63,Rainy
SENSOR_0027,2026-01-08 08:00:00,30.68,Hot
SENSOR_0035,2025-12-13 09:00:00,57.98,Cloudy
SENSOR_0013,2025-12-12 19:00:00,452.07,Sunny
SENSOR_0022,2025-12-12 20:00:00,41.76,Rainy
SENSOR_0031,2025-12-25 13:00:00,86.56,Cloudy
SENSOR_0040,2025-12-21 23:00:00,,Cloudy
SENSOR_0030,2025-12-25 01:00:00,49.29,Sunny
SENSOR_0002,2025-12-25 18:00:00,83.39,Rainy
SENSOR_0005,2025-12-19 14:00:00,482.01,Cloudy
SENSOR_0011,2025-12-30 22:00:00,52.47,Rainy
SENSOR_0030,2026-01-05 06:00:00,245.9,Sunny
SENSOR_0002,2025-12-14 14:00:00,458.43,Sunny
SENSOR_0031,2025-12-11 06:00:00,41.4,Sunny
SENSOR_0037,2025-12-12 18:00:00,28.54,Hot
SENSOR_0044,2026-01-05 15:00:00,90.9,Rainy
SENSOR_0040,2025-12-20 04:00:00,385.59,Sunny
SENSOR_0047,2025-12-18 10:00:00,,Cloudy
SENSOR_0026,2025-12-17 05:00:00,91.7,Sunny
SENSOR_0030,2025-12-28 15:00:00,15.0,Rainy
SENSOR_0042,2026-01-08 13:00:00,36.71,Rainy
SENSOR_0036,2025-12-30 09:00:00,118.11,Hot
SENSOR_0012,2026-01-03 14:00:00,59.97,Hot
SENSOR_0019,2026-01-05 02:00:00,57.48,Rainy
SENSOR_0047,2025-12-24 12:00:00,28.27,Cold
SENSOR_0024,2026-01-08 03:00:00,20.95,Hot
SENSOR_0039,2026-01-05 21:00:00,83.67,Hot
SENSOR_0013,2025-12-20 01:00:00,7.56,Sunny
SENSOR_0027,2025-12-26 14:00:00,,Cold
SENSOR_0049,2026-01-02 23:00:00,1.01,Sunny
SENSOR_0011,2025-12-28 01:00:00,30.8,Cold
SENSOR_0013,2025-12-12 10:00:00,499.73,Cold
SENSOR_0040,2026-01-07 08:00:00,267.38,Hot
SENSOR_0017,2025-12-23 17:00:00,87.9,Cloudy
SENSOR_0020,2025-12-21 09:00:00,66.5,Cold
SENSOR_0050,2025-12-26 00:00:00,31.58,Sunny
SENSOR_0024,2025-12-25 09:00:00,42.45,Sunny
SENSOR_0026,2025-12-21 14:00:00,19.66,Sunny
SENSOR_0011,2025-12-10 02:00:00,101.51,Hot
SENSOR_0026,2026-01-02 11:00:00,35.0,Cloudy
SENSOR_0034,2026-01-06 20:00:00,297.64,Rainy
SENSOR_0009,2025-12-29 18:00:00,98.11,Rainy
SENSOR_0004,2025-12-18 11:00:00,50.3,Sunny
SENSOR_0014,2025-12-27 07:00:00,39.92,Rainy
SENSOR_0036,2025-12-23 08:00:00,17.43,Sunny
SENSOR_0047,2026-01-03 14:00:00,27.49,Cold
SENSOR_0037,2025-12-28 15:00:00,11.76,Sunny
SENSOR_0011,2026-01-07 07:00:00,1.74,Cloudy
SENSOR_0045,2025-12-31 04:00:00,150.34,Rainy
SENSOR_0038,2025-12-17 05:00:00,18.47,Cold
SENSOR_0002,2025-12-29 20:00:00,40.91,Rainy
SENSOR_0025,2025-12-18 15:00:00,50.36,Cold
SENSOR_0045,2025-12-28 16:00:00,30.29,Hot
SENSOR_0048,2026-01-01 18:00:00,44.71,Cloudy
SENSOR_0025,2025-12-10 04:00:00,49.55,Hot
SENSOR_0044,2025-12-23 07:00:00,107.05,Cloudy
SENSOR_0009,2026-01-02 12:00:00,36.87,Rainy
SENSOR_0033,2026-01-06 20:00:00,30.38,Cloudy
SENSOR_0011,2026-01-08 03:00:00,1.52,Hot
SENSOR_0045,2025-12-16 20:00:00,490.11,Cold
SENSOR_0021,2025-12-27 23:00:00,27.8,Rainy
SENSOR_0029,2026-01-03 12:00:00,81.21,Sunny
SENSOR_0013,2025-12-30 17:00:00,88.98,Cold
SENSOR_0026,2025-12-19 23:00:00,464.85,Sunny
SENSOR_0047,2026-01-03 19:00:00,5.39,Cold
SENSOR_0010,2025-12-24 01:00:00,131.04,Cloudy
SENSOR_0012,2025-12-29 21:00:00,35.09,Sunny
SENSOR_0048,2025-12-17 12:00:00,19.47,Cloudy
SENSOR_0030,2025-12-14 00:00:00,92.62,Cloudy
SENSOR_0006,2025-12-14 10:00:00,56.83,Rainy
SENSOR_0025,2025-12-18 06:00:00,82.27,Hot
SENSOR_0003,2025-12-29 06:00:00,425.44,Hot
SENSOR_0001,2025-12-28 05:00:00,41.03,Rainy
SENSOR_0020,2025-12-22 23:00:00,99.6,Cold
SENSOR_0031,2026-01-08 06:00:00,1.33,Cold
SENSOR_0020,2025-12-26 05:00:00,0.36,Rainy
SENSOR_0005,2025-12-29 19:00:00,114.31,Cold
SENSOR_0006,2025-12-28 03:00:00,125.43,Cloudy
SENSOR_0012,2026-01-04 15:00:00,239.13,Rainy
SENSOR_0016,2026-01-05 07:00:00,337.42,Cloudy
SENSOR_0013,2026-01-01 16:00:00,4.89,Cloudy
SENSOR_0008,2026-01-07 14:00:00,31.44,Cold
SENSOR_0041,2025-12-21 07:00:00,2.42,Rainy
SENSOR_0043,2025-12-11 04:00:00,37.45,Hot
SENSOR_0006,2025-12-12 07:00:00,21.46,Hot
SENSOR_0006,2025-12-17 03:00:00,51.84,Rainy
SENSOR_0016,2025-12-16 07:00:00,34.89,Cold
SENSOR_0045,2026-01-05 10:00:00,10.26,Cold
SENSOR_0003,2025-12-18 02:00:00,11.812250693546668,Cloudy
SENSOR_0043,2025-12-21 13:00:00,60.46,Cloudy
SENSOR_0043,2025-12-29 05:00:00,22.26,Cold
SENSOR_0015,2025-12-19 00:00:00,6.65,Cloudy
SENSOR_0025,2026-01-02 07:00:00,131.33,Cold
SENSOR_0026,2026-01-02 09:00:00,66.37,Rainy
SENSOR_0020,2025-12-18 05:00:00,70.22,Hot
SENSOR_0026,2026-01-05 07:00:00,12.59,Cold
SENSOR_0014,2026-01-03 14:00:00,171.78,Cloudy
SENSOR_0030,2025-12-21 07:00:00,96.16,Cloudy
SENSOR_0047,2025-12-13 06:00:00,58.79,Cold
SENSOR_0050,2026-01-02 04:00:00,2.87,Cloudy
SENSOR_0017,2025-12-13 07:00:00,83.08,Sunny
SENSOR_0017,2025-12-29 07:00:00,90.59,Sunny
SENSOR_0032,2025-12-28 15:00:00,67.26,Cold
SENSOR_0025,2025-12-14 14:00:00,3.49,Cloudy
SENSOR_0008,2026-01-02 01:00:00,7.33,Cloudy
SENSOR_0002,2025-12-26 09:00:00,21.63,Sunny
SENSOR_0002,2026-01-08 19:00:00,23.74,Hot
SENSOR_0021,2025-12-12 08:00:00,44.13,Rainy
SENSOR_0044,2025-12-26 07:00:00,31.42,Hot
SENSOR_0038,2026-01-03 14:00:00,305.243313312314,Cold
SENSOR_0002,2025-12-23 17:00:00,401.9,Cold
SENSOR_0026,2025-12-31 23:00:00,70.18,Hot
SENSOR_0012,2025-12-15 22:00:00,45.77,Cold
SENSOR_0006,2025-12-20 04:00:00,24.4,Cloudy
SENSOR_0009,2026-01-05 17:00:00,22.86,Sunny
SENSOR_0040,2025-12-20 19:00:00,59.62,Cloudy
SENSOR_0045,2025-12-15 22:00:00,56.06,Sunny
SENSOR_0002,2025-12-10 10:00:00,,Cold
SENSOR_0003,2026-01-02 16:00:00,373.05,Sunny
SENSOR_0028,2025-12-25 02:00:00,251.32,Rainy
SENSOR_0030,2025-12-29 02:00:00,497.82,Hot
SENSOR_0020,2025-12-29 11:00:00,12.0,Hot
SENSOR_0004,2026-01-05 22:00:00,86.28,Rainy
SENSOR_0043,2025-12-15 00:00:00,464.88,Cold
SENSOR_0003,2025-12-27 02:00:00,9.32,Sunny
SENSOR_0012,2026-01-05 04:00:00,83.95,Cloudy
SENSOR_0034,2025-12-31 06:00:00,,Rainy
SENSOR_0037,2026-01-04 00:00:00,27.53,Cloudy
SENSOR_0017,2025-12-16 11:00:00,43.6,Hot
SENSOR_0016,2026-01-01 07:00:00,38.78,Hot
SENSOR_0006,2025-12-14 21:00:00,93.37,Cloudy
SENSOR_0045,2025-12-20 20:00:00,60.06,Rainy
SENSOR_0043,2026-01-03 04:00:00,43.52,Cold
SENSOR_0042,2025-12-11 03:00:00,76.18,Cloudy
SENSOR_0024,2025-12-20 16:00:00,295.56,Cold
SENSOR_0035,2025-12-31 03:00:00,364.81,Rainy
SENSOR_0027,2026-01-04 08:00:00,34.88,Sunny
SENSOR_0049,2025-12-11 21:00:00,223.3,Sunny
SENSOR_0048,2025-12-22 22:00:00,192.98,Rainy
SENSOR_0003,2025-12-19 15:00:00,354.04,Cloudy
SENSOR_0016,2025-12-17 03:00:00,36.93,Sunny
SENSOR_0012,2026-01-06 12:00:00,22.62,Hot
SENSOR_0036,2025-12-28 16:00:00,18.19,Rainy
SENSOR_0044,2025-12-17 06:00:00,91.11,Rainy
SENSOR_0016,2026-01-05 04:00:00,112.95,Sunny
SENSOR_0031,2026-01-06 16:00:00,37.43,Sunny
SENSOR_0006,2026-01-04 23:00:00,390.81,Cold
SENSOR_0021,2025-12-21 05:00:00,262.28,Hot
SENSOR_0042,2025-12-18 01:00:00,,Hot
SENSOR_0043,2025-12-13 20:00:00,43.28,Cloudy
SENSOR_0046,2025-12-24 11:00:00,4.54,Hot
SENSOR_0001,2025-12-31 18:00:00,12.52,Cold
SENSOR_0043,2025-12-13 02:00:00,44.41,Hot
SENSOR_0011,2025-12-10 07:00:00,13.33,Cold
SENSOR_0033,2026-01-06 04:00:00,62.07,Sunny
SENSOR_0004,2025-12-17 10:00:00,24.7,Cold
SENSOR_0034,2026-01-07 10:00:00,38.37,Cold
SENSOR_0039,2025-12-26 01:00:00,116.29,Cold
SENSOR_0022,2026-01-04 05:00:00,184.46,Hot
SENSOR_0014,2026-01-06 04:00:00,361.03,Cloudy
SENSOR_0032,2025-12-21 21:00:00,5.37,Sunny
SENSOR_0050,2025-12-26 12:00:00,73.27,Cold
SENSOR_0022,2025-12-31 20:00:00,114.77,Sunny
SENSOR_0013,2026-01-07 04:00:00,35.7,Sunny
SENSOR_0001,2026-01-06 22:00:00,43.82,Hot
SENSOR_0038,2026-01-01 02:00:00,20.63,Rainy
SENSOR_0002,2025-12-28 20:00:00,30.22,Sunny
SENSOR_0048,2025-12-30 06:00:00,59.2,Cold
SENSOR_0044,2025-12-14 06:00:00,54.06,Cold
SENSOR_0015,2025-12-26 04:00:00,99.69,Rainy
SENSOR_0009,2025-12-13 23:00:00,194.78,Cold
SENSOR_0001,2025-12-29 09:00:00,102.79,Sunny
SENSOR_0046,2025-12-16 06:00:00,384.3,Hot
SENSOR_0016,2025-12-28 21:00:00,103.19,Cold
SENSOR_0038,2025-12-21 22:00:00,38.88,Sunny
SENSOR_0050,2025-12-16 22:00:00,40.2,Cloudy
SENSOR_0026,2025-12-19 04:00:00,44.45,Sunny
SENSOR_0003,2025-12-24 10:00:00,89.95,Hot
SENSOR_0029,2026-01-01 21:00:00,118.69,Cold
SENSOR_0012,2025-12-20 15:00:00,,Sunny
SENSOR_0025,2025-12-24 00:00:00,60.25,Hot
SENSOR_0028,2025-12-10 05:00:00,,Sunny
SENSOR_0044,2025-12-11 23:00:00,,Hot
SENSOR_0010,2025-12-20 22:00:00,342.95,Rainy
SENSOR_0028,2026-01-02 03:00:00,67.75,Cold
SENSOR_0044,2026-01-07 16:00:00,11.3,Cloudy
SENSOR_0019,2026-01-08 09:00:00,102.53,Sunny
SENSOR_0022,2026-01-02 06:00:00,95.78,Cold
SENSOR_0011,2025-12-19 14:00:00,63.68,Rainy
SENSOR_0022,2025-12-11 01:00:00,84.65,Cloudy
SENSOR_0019,2025-12-23 21:00:00,14.75,Cold
SENSOR_0012,2025-12-17 15:00:00,40.92,Sunny
SENSOR_0046,2025-12-10 02:00:00,99.23,Cloudy
SENSOR_0021,2026-01-02 23:00:00,32.25,Sunny
SENSOR_0037,2025-12-22 21:00:00,,Cloudy
SENSOR_0030,2025-12-23 08:00:00,3.33,Cold
SENSOR_0021,2025-12-17 22:00:00,109.24,Hot
SENSOR_0013,2025-12-13 00:00:00,36.52,Cold
SENSOR_0047,2025-12-29 10:00:00,482.6,Sunny
SENSOR_0008,2025-12-23 08:00:00,112.95,Cold
SENSOR_0047,2025-12-11 14:00:00,55.6,Hot
SENSOR_0006,2025-12-09 19:00:00,221.38,Hot
SENSOR_0028,2025-12-21 03:00:00,50.89,Cold
SENSOR_0015,2025-12-24 19:00:00,9.75,Sunny
SENSOR_0038,2025-12-13 09:00:00,,Cold
SENSOR_0041,2025-12-13 07:00:00,2.69,Cloudy
SENSOR_0028,2026-01-08 15:00:00,55.81,Cold
SENSOR_0025,2025-12-18 11:00:00,304.65,Cold
SENSOR_0007,2025-12-12 07:00:00,10.83,Hot
SENSOR_0023,2025-12-21 16:00:00,197.67,Sunny
SENSOR_0026,2025-12-15 21:00:00,483.9,Hot
SENSOR_0050,2025-12-22 09:00:00,86.87,Cloudy
SENSOR_0048,2025-12-26 22:00:00,345.8,Cloudy
SENSOR_0033,2025-12-30 00:00:00,46.44,Sunny
SENSOR_0041,2025-12-21 14:00:00,70.05,Cold
SENSOR_0005,2025-12-25 00:00:00,101.97,Sunny
SENSOR_0016,2026-01-01 10:00:00,79.29,Cold
SENSOR_0027,2025-12-25 22:00:00,65.69,Cloudy
SENSOR_0041,2025-12-29 06:00:00,104.84,Rainy
SENSOR_0023,2025-12-27 10:00:00,22.06,Rainy
SENSOR_0019,2025-12-12 23:00:00,69.44,Cloudy
SENSOR_0009,2025-12-23 11:00:00,8.04,Sunny
SENSOR_0010,2025-12-17 07:00:00,319.65,Hot
SENSOR_0002,2026-01-04 21:00:00,217.0,Sunny
